Course Code,Course Name,Course Type,Course Category,Instructor,Venue,Slot,Division,Biometric Attendance Enabled,Registration Limit,Restriction,Session/Division Defined,Total Credits,Lecture,Tutorial,Practical,Self Study,Half Semester,Text Reference,Description
IE 624,Generative and Agentic Al,Theory,Interdisciplinary STEM Course.,I - Manjesh Kumar Hanawal,"   
FullSemester","5
Fri-5B-09:30:00-10:55:00-
Wed-5A-09:30:00-10:55:00-", , ,100,"[['ALL', '2021', '2022', '2023', 'ALL', 'ALL', '2021', '2022', '2023', 'ALL', 'ALL', '2021', '2022', '2023', 'ALL', '2021', '2022', '2023', 'ALL', 'ALL', '2021', '2022', '2023', 'ALL', 'ALL', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Dual Degree (M.Tech. + M.S. by Research)', 'B.S.', 'B.S.', 'B.S.', 'Dual Degree (M.Sc.+ M.S. by Research)', 'M.S. by Research', 'IDDDP', 'IDDDP', 'IDDDP', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (B.Tech. + M.Tech.)', 'M.Tech.', 'B.S.+ M.Sc. Dual Degree', 'B.S.+ M.Sc. Dual Degree', 'B.S.+ M.Sc. Dual Degree', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Sc. + M.Tech.)', 'B.Tech.', 'B.Tech.', 'B.Tech.', 'Ph.D.', 'M.Sc.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"1) Hands-On Large Language Models: Language Understanding and Generation, by Jay Alammar and Maarten Grootendorst. Publisher: O`Reilly, October 20242) Agentic Artificial Intelligence: Harnessing Al Agents to Reinvent Business, Work, and Life Paperback, by Pascal Bornet, Jochen Wirtz, and Thomas H Davenport. Publisher: Irreplaceable Publishing, March 2025.3) Hands-On Generative Al with Transformers and Diffusion Models, by Omar Sanseviero, Pedro Cuenca, Apolin303241rio Passos, and Jonathan Whitaker. Publisher: Shroff/O`Reilly, December 20244) Generative to Agentic Al: Survey, Conceptualization, and Challenges, by Johannes Schneider. Available online at https://doi.org/10.48550/arXiv.2504.18875, April 20255) GenAl and Agentic Al Handbook: Tools, Strategies, and Use Cases for the Age of Intelligent Systems by Mahesh Athalye. Publisher: Amazon, May 2025 6) LLM Engineer`s Handbook: Master the art of engineering large language models from concept toproduction, by Paul lusztin and Maxime Labonne. Publisher: Packt Publishing, Oct 2024","The course will cover on the following 5 modules (See Appendix A fordetails) 1. Introduction of Large Language and Vision Language Models 2. Discussion of various LLMs like Lama, Quen, DeepSeek and other opensource models 3. Training and fine-tuning LLM 4. Retrieval Augmented Generations using pre-trained models 5. Model Context Protocol and A2A for building Al agents using LLMs. Each topic will have hands on coding exercises during the class and astake-home assignments. 1. Introduction of Large Language and Vision Language Models: We cover the architectures of the generative Al models like Transformers, Encoder Decoders and autoregressive models. Introduction to prompt engineering. 2. Discussion of various LLMs: We teach how to deploy and use LLM model locally. The focus will be on the open-source models like Lama, Quen, DeepSeek and other recently released models. 3. Training and fine-tuning LLMs: Fine-tuning the pre-trained model using local data for custom operations. 4. Retrieval Augmented Generations: using pre-trained models: Adding available contextual information to enhance performance of LLMS 5. Orchestration of LLMs: protocols like Model Context Protocol( MPC) and A2A (Agent to Agent) for building for interaction between agents. Enhancing the performance of agent using LLMs (Agentic Al)"
IE 663,Advanced Topics in Deep Learning,Theory,Interdisciplinary STEM Course.,I - Balamurugan Palaniappan,"   
FullSemester","12
Mon-12A-17:30:00-18:55:00-
Thu-12B-17:30:00-18:55:00-", , ,50,"[['2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2021', '2021', '2021', '2022', '2022', '2022', '2023', '2023', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.S. by Research', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"Since this course is about advanced topics, the main references provided are recent research papers. C. Zhang, S. Bengio, M. Hardt, B. Recht, and O. Vinyals. Understanding deep learning requires rethinking generalization. arXiv preprint. 2017. https://arxiv.org/abs/1611.03530B. Neyshabur, R. Tomioka, R. Salakhutdinov, and N. Srebro. Geometry of optimization and implicit regularization in deep learning.arXiv preprint, 2017. https://arxiv.org/abs/1705.03071C. Jin, R. Ge, P. Netrapalli, S. M. Kakade, and M. I. Jordan. How to escape saddle points efficiently. In Proc. 34th International Conference on Machine Learning (ICML), volume 70, pp. 17243022261732, Aug 2017. https://arxiv.org/abs/1703.00887 R. T. d. Combes, M. Pezeshki, S. Shabanian, A. Courville, and Y. Bengio. On the learning dynamics of deep neural networks.arXiv preprint, 2018. https://arxiv.org/abs/1809.06848Quynh Nguyen and Matthias Hein. Optimization landscape and expressivity of deep CNNs. In International Conference on Machine Learning, pp. 37273022263736, 2018. https://arxiv.org/abs/1710.10928Yi Zhou and Yingbin Liang. Critical points of neural networks: Analytical forms and landscape properties. InInternational Conference on Learning Representations, 2018. https://arxiv.org/abs/1710.11205X. Li, S. Ling, T. Strohmer, and K. Wei. Rapid, robust, and reliable blind deconvolution via nonconvex optimization.Applied and Computational Harmonic Analysis, 2018. https://arxiv.org/abs/1606.04933 C. Yun, S. Sra, and A. Jadbabaie. Small nonlinearities in activation functions create bad local minima in neural networks. In International Conference on Learning Representations, 2019. https://openreview.net/pdf?id=rke_YiRct7","Optimization for Deep Learning (non-convex optimization, convergence rates and acceleration effects of algorithms) Learning Theory for Deep Learning (Generalization properties, efficient learning, guarantees on learning) Adversarial Learning Techniques and Robustness Advanced Reinforcement Learning aspects of Deep Learning Advanced topics on Transfer learning, curriculum learning, cognitive learning, auto ML, edge computing using deep neural networks Dynamics of Deep Learning (relations to continuous and discrete dynamical systems) New and Emerging Applications of Deep Learning including statistical physics and bio-inspired applications"
IE 684,IEOR Lab,Lab,Interdisciplinary STEM Course.,I - Manjesh Kumar Hanawal,"   
FullSemester","L
Wed-LX-14:00:00-16:55:00-", , ,0,"[['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'ALL'], ['IDDDP', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'Ph.D.', 'M.Sc.', 'M.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],5.0, ,3.0,1.0, ,N,"302225 J. Nocedal and S. Wright (2006), Numerical Optimization, Springer series in operationsresearch and financial engineering Springer, New York, NY, Second Edition.302225 S. Boyd and L. Vandenberghe (2004), Convex Optimization, Cambridge University Press.302225 R. W. Hamming (2), Numerical Methods for Scientists and Engineers, Dover Publications.Second Edition.302225 A. M. Law and W.D. Kelton (2000), Simulation Modelling and Analysis, McGraw Hill Education,Third Edition.302225 B. L. Nelson and J. S. Carson (2009), Discrete Event Simulation, Pearson, Fifth Edition.302225 A. Gelman, J. B. Carlin, H. S. Stern, D. B. Dunson, A. Vehtari, D.B. Rubin (2013), Bayesian DataAnalysis, Chapman and Hall/CRC; Third edition.302225 J. J. Nutaro (2010), Building Software for Simulation: Theory and Algorithms, with Applicationsin C++, Wiley-Blackwell, First Edition.","Revised Syllabus: Aim of course: To familiarize students with implementation of optimization algorithms, combinatorial optimization problems, algorithms for statistics, machine learning and deep learning, algorithms for sampling, simulation, Bayesian inference, and other dynamical, stochastic models, using programming languages like Python, R and Matlab. The course will involve 3 hours of Lab practice along with 1 hour of theory per week. The course will cover a subset of the major topics listed below. Some examples are listed for each of the topics. The theory sessions would involve discussions related to some of the examples given under the listed topics. The Lab practice sessions will involve implementation of models discussed during the theory sessions. Major Contents: ● Theory and Implementation of Numerical Optimization Schemes: e.g. Gradient (or Steepest) descent, Newton’s method, Coordinate optimization method, Quasi Newton methods like BFGS, Proximal methods. ● Theory and Implementation of Stochastic optimization, variance reduction and acceleration methods: e.g. stochastic gradient descent, stochastic averaged gradient, Nesterov Acceleration, Nonlinear acceleration. ● Theory and Implementation of Algorithms for Machine Learning Problems: Using optimization methods developed for numerical optimization to implement classification, regression and clustering algorithms in statistics and machine learning. ● Theory and Implementation of Combinatorial Optimization Problems: e.g. Travelling Salesperson Problem, Set Covering Problem, Knapsack problem, Simulated Annealing. ● Theory and Implementation of Algorithms for Deep Learning: e.g. Backpropagation algorithm, Adam, AMSGrad for Deep Feed-forward and Convolution networks. ● Theory and Implementation of sampling and simulation algorithms: e.g. Markov Chain Monte Carlo methods, Thompson sampling, Adaptive sampling methods, simulations of multivariate processes. ● Theory and Implementation Bayesian Inference models: e.g. Expectation Maximization, Bayesian Networks. ● Other Dynamical and Stochastic Models: e.g. Queueing models (M/M/1, M/G/1 etc.), numerical methods for solving Integral equations, ODEs, PDEs."
IE 688,R & D Project,Other Project,Interdisciplinary STEM Course.,I - Balamurugan Palaniappan,"   
FullSemester",, , ,0,"[['ALL'], ['ALL'], ['ALL'], ['Deny'], ['Non-Overridable']]",[],6.0, , , , ,N,x,The scope of project work will be defined by the supervisors.
IE 694,Seminar,Seminar,Interdisciplinary STEM Course.,I - Priyank Sinha,"   
FullSemester",, , ,0,"[['2024', '2025', 'ALL', 'ALL'], ['Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'ALL'], ['M.Tech.', 'M.Tech.', 'IDDDP', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],4.0, , ,4.0, ,N, , 
IE 705,Quantitative Methods in Project Management,Theory,Interdisciplinary STEM Course.,I - Priyank Sinha,"   
FullSemester","9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", , ,300,No restrictions,[],6.0,3.0, , , ,N, , 
IE 724,Digital Twin Modeling and Analytics,Theory,Interdisciplinary STEM Course.,I - Saurabh Jain,"   
FullSemester","5
Fri-5B-09:30:00-10:55:00-
Wed-5A-09:30:00-10:55:00-", , ,300,"[['2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2021', '2021', '2021', '2022', '2022', '2022', '2023', '2023', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Sc.+ M.S. by Research)', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + M.S. by Research)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.S. by Research', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"1. Holt, J. (2021). Systems Engineering Demystified: A practitioner`s handbook for developing complex systems using a model-based approach. Packt Publishing Ltd. 2. Montgomery, D. C. (2017). Design and analysis of experiments. John wiley & sons. 3. Law, A. M., Kelton, W. D., & Kelton, W. D. (2000). Simulation modeling and analysis (Vol. 3, p. 4). New York: Mcgraw-hill. 4. Zhang, Y. (2024). Digital twin: architectures, networks, and applications (p. 126). Springer Nature. 5. Lyu, Z. (Ed.). (2024). Handbook of digital twins. CRC Press. 6. Pal, S. K., Mishra, D., Pal, A., Dutta, S., Chakravarty, D., & Pal, S. (2022). Digital Twin Fundamental Concepts to Applications in Advanced Manufacturing (Vol. 495). Berlin/Heidelberg, Germany: Springer. 7. Dahmann, J. S. (1997, January). High level architecture for simulation. In Proceedings First International Workshop on Distributed Interactive Simulation and Real Time Applications (pp. 9-14). IEEE.","This course will provide a rigorous, step-by-step technical foundation in digital twin development, covering: Course Content 1. Fundamentals of Digital Twin Modeling * Introduction to digital twins: definitions, history, and industrial applications * Fundamentals of Model-Based Systems Engineering (MBSE): SysML, system requirements, and architectural modeling * Mapping real-world systems to digital representations using MBSE tools 2. Modeling the Physical System * Modeling techniques: continuous, discrete, and hybrid approaches * Overview of Simulation Modelling paradigms: discrete-event, agent-based, system dynamics, and/or hybrid simulations * Integrating simulation outputs with MBSE designs and establishing the data pipeline with the physical system * Sensor modeling, VR/AR for real-world system representation (using platforms like Unity3D/Unreal Engine) * High-Level Architecture (HLA) for federated simulation: standards and technical integration 3. Model Validation & Verification * Design of Experiments (DOE) for systematic model and parameter tuning * Iterative refinement: merging simulation results, and DOE insights * Discussion of emerging trends and case studies in digital twin implementation 4. AI & Data Analytics Integration * Applying artificial intelligence in digital twins: machine learning models for predictive maintenance and performance forecasting * Integrating AI insights with simulation for real-time model refinement"
IE 798,II Stage Project,Project Stage 2,Interdisciplinary STEM Course.,I - voleti Veeraruna Kavitha,"   
FullSemester",, , ,0,"[['ALL', '2023', '2024', 'ALL'], ['Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'ALL'], ['IDDDP', 'M.Tech.', 'M.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],42.0, , , , ,N, , 
IE 802,Topics in Industrial Engineering and Operations Research,Theory,Interdisciplinary STEM Course.,I - Ashutosh Mahajan,"   
FullSemester","3
Mon-3A-10:35:00-11:30:00-
Thu-3C-08:30:00-09:25:00-
Tue-3B-11:35:00-12:30:00-", , ,300,"[['ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['M.S. by Research', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N, ,"""The details of the course offered in the current semester can be found at website http://www.ieor.iitb.ac.in/acad/courses/ie802 ."""
IE 899,Communication Skills,Non-credit,Interdisciplinary STEM Course.,I - Urban Larsson,"   
FullSemester","11
Fri-11B-15:30:00-16:55:00-
Tue-11A-15:30:00-16:55:00-", , ,0,"[['ALL', '2024', '2024', '2024', '2024', '2025', '2025', '2025', '2025', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Energy Science and Engineering', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Energy Science and Engineering', 'Energy Science and Engineering', 'Energy Science and Engineering', 'Energy Science and Engineering', 'Energy Science and Engineering', 'ALL'], ['Ph.D.', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.Tech.', 'Ph.D.', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.Tech.', 'Ph.D.', 'IDDDP', 'Dual Degree (M.Sc.+ M.S. by Research)', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.Sc.', 'M.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,1.0,2.0, , ,N,"1. Alley, Michael The Craft of ScientificPresentations, Springer (2003).2. Booth, Wayne C., Gregory G. Colomb, and JosephM. Williams, The Craft of Research, The Universityof Chicago Press, 3rd edition, (2008).3. Keshav. S, How to read a paper. ACM SIGCOMMComp. Commun. Rev., 37:8330222684, 2007.4. Monippally, M. M., Pawar, B.S. Academic Writing:A Guide for Management Students and Researchers,Response Books, (2010).5. Purdue Online Writing Lab (OWL),https://owl.purdue.edu/6. Strunk Jr., William; E. B. White, The Elements ofStyle, Fourth Edition, Longman; 4th edition (1999).7. Truss, Lynne Eats, Shoots & Leaves: The ZeroTolerance Approach to Punctuation Gotham;(2006).8. Whitesides, George M. Whitesides Group: Writinga Paper, Advanced Materials 16 137530222677 (2004).","Context of communication: Recognizing our capability androles as professionalsScientific Method: Question and answer aspects oftechnical communication; Scientific Methodology and itsrelationship to technical communication;Surveying literature: Categories; reading and organizingscientific literature; search engines and tools.Listening and Note taking: 5-R method and mind-mapping.Technical writing: Report organization; Journal selection;Introduction, conclusion, and abstract writing.Speaking & Presentation skills: Organization ofpresentation slides (number, content, and formatting); Oralpresentations; Audience/context dependent practices; Nonverbal aspects: body language, eye-contact, personalappearance, facing large audience.Elevator pitch: Pitches for technical audience and policymakersWorkplace communication: Sensitivity towards genderand diversity; Email communication and netiquettes.Ethics in academic communication: Intellectual Property,copyrights and plagiarism; Authorship; Data ethics; Biasesand balanced criticism of literature;Suggested additional topics relevant to disciplines: Datarepresentation, Group discussion and interviews; accessiblescientific writing, report writing using LaTeX, Proofreading, etc."
